,name,url,price,spec,exp,cat
1211,Смирнова Анжелика Юрьевна,https://prodoctorov.ru/moskva/vrach/216736-smirnova/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
1219,Безбах Ирина Викторовна,https://prodoctorov.ru/moskva/vrach/214407-bezbah/,0,"Гинеколог, акушер, врач УЗИ, гинеколог-эндокринолог",28,"Высшая категория, Кандидат наук"
1222,Москаленко Наталья Петровна,https://prodoctorov.ru/moskva/vrach/118216-moskalenko/,0,"Гинеколог, акушер, гинеколог-эндокринолог",22,"Высшая категория, Кандидат наук"
1227,Бадикова Наталья Сергеевна,https://prodoctorov.ru/moskva/vrach/366144-badikova/,0,"Гинеколог, акушер",16,"Высшая категория, Кандидат наук"
1241,Горина Ксения Алексеевна,https://prodoctorov.ru/moskva/vrach/936498-gorina/,0,Акушер,8,"2 категория, Кандидат наук"
1244,Пирогова Мария Николаевна,https://prodoctorov.ru/moskva/vrach/125393-pirogova/,1950,"Гинеколог, акушер, врач УЗИ, гинеколог-хирург, гинеколог-эндокринолог, онколог",17,"1 категория, Кандидат наук"
1263,Мельникова Наталья Сергеевна,https://prodoctorov.ru/moskva/vrach/29576-melnikova/,0,"Гинеколог, акушер, врач УЗИ, онколог-гинеколог",21,"Высшая категория, Кандидат наук"
1302,Гамирова Елена Витальевна,https://prodoctorov.ru/moskva/vrach/366159-gamirova/,0,"Гинеколог, акушер, врач УЗИ",26,"Высшая категория, Кандидат наук"
1317,Халфорд-Князева Инесса Павловна,https://prodoctorov.ru/moskva/vrach/218841-halford-knyazeva/,5000,"Акушер, врач УЗИ, гинеколог",16,"1 категория, Кандидат наук"
1323,Даньшина Валентина Алексеевна,https://prodoctorov.ru/moskva/vrach/288052-danshina/,0,"Гинеколог, акушер",13,"1 категория, Кандидат наук"
1332,Шамина Инна Васильевна,https://prodoctorov.ru/moskva/vrach/151704-shamina/,0,"Гинеколог, акушер",32,"Высшая категория, Кандидат наук"
1339,Соломатина Антонина Андреевна,https://prodoctorov.ru/moskva/vrach/188673-solomatina/,0,"Гинеколог-хирург, акушер, врач УЗИ, гинеколог",50,"Высшая категория, Доктор наук"
1365,Сафонова Ольга Михайловна,https://prodoctorov.ru/moskva/vrach/125632-safonova/,0,"Гинеколог, акушер",23,"1 категория, Кандидат наук"
1375,Шевченко Максим Борисович,https://prodoctorov.ru/moskva/vrach/57780-shevchenko/,0,"Гинеколог, акушер",27,"Высшая категория, Кандидат наук"
1554,Кравец Яна Сергеевна,https://prodoctorov.ru/moskva/vrach/252798-kravec/,0,"Гинеколог, акушер",23,"Высшая категория, Кандидат наук"
1555,Дубинская Екатерина Дмитриевна,https://prodoctorov.ru/moskva/vrach/58848-dubinskaya/,0,"Гинеколог, акушер",20,"Высшая категория, Профессор"
1557,Гайская Ольга Викторовна,https://prodoctorov.ru/moskva/vrach/803072-gayskaya/,0,"Гинеколог, акушер",13,"1 категория, Кандидат наук"
1558,Ушакова Инна Анатольевна,https://prodoctorov.ru/moskva/vrach/86693-ushakova/,0,"Гинеколог, акушер",21,"2 категория, Кандидат наук"
1573,Марченко Тимофей Борисович,https://prodoctorov.ru/moskva/vrach/814757-marchenko/,0,"Гинеколог, акушер",13,"Высшая категория, Кандидат наук"
1582,Абрамян Рузанна Владимировна,https://prodoctorov.ru/moskva/vrach/133626-abramyan/,0,"Гинеколог, акушер, гинеколог-эндокринолог",33,"1 категория, Кандидат наук"
1583,Козаева Татьяна Зауровна,https://prodoctorov.ru/moskva/vrach/352346-kozaeva/,0,"Гинеколог, акушер",30,"Высшая категория, Кандидат наук"
1586,Эфендиев Малик Махмудович,https://prodoctorov.ru/moskva/vrach/186868-efendiev/,0,"Гинеколог, акушер, гинеколог-хирург",29,"Высшая категория, Кандидат наук"
1589,Затикян Нара Георгиевна,https://prodoctorov.ru/moskva/vrach/703551-zatikyan/,0,"Акушер, врач УЗИ, гинеколог",23,"Высшая категория, Кандидат наук"
1590,Казарян Роберт Манвелович,https://prodoctorov.ru/moskva/vrach/86762-kazaryan/,0,"Гинеколог, акушер",20,"Высшая категория, Кандидат наук"
1601,Иленко Елена Владимировна,https://prodoctorov.ru/moskva/vrach/420897-ilenko/,0,"Гинеколог, акушер",24,"Высшая категория, Кандидат наук"
1610,Арютин Дмитрий Геннадьевич,https://prodoctorov.ru/moskva/vrach/203119-aryutin/,0,"Акушер, гинеколог",19,"1 категория, Кандидат наук"
1616,Сарахова Джамиля Хажбаровна,https://prodoctorov.ru/moskva/vrach/362522-sarahova/,0,"Акушер, гинеколог",20,"1 категория, Кандидат наук"
1619,Дедова Галина Леонидовна,https://prodoctorov.ru/moskva/vrach/62310-dedova/,0,"Акушер, врач УЗИ, гинеколог-эндокринолог, маммолог, хирург",40,"Высшая категория, Кандидат наук"
1621,Султанова Камила Гамлетовна,https://prodoctorov.ru/moskva/vrach/139822-sultanova/,2700,"Акушер, врач УЗИ, гинеколог, репродуктолог",23,"Высшая категория, Кандидат наук"
1622,Будаев Александр Иванович,https://prodoctorov.ru/moskva/vrach/349930-budaev/,0,"Гинеколог, акушер",42,"Высшая категория, Кандидат наук"
1630,Варданян Вардан Георгиевич,https://prodoctorov.ru/moskva/vrach/78727-vardanyan/,0,"Гинеколог, акушер",29,"Высшая категория, Доктор наук"
1636,Фириченко Сергей Викторович,https://prodoctorov.ru/moskva/vrach/47765-firichenko/,0,"Гинеколог, акушер",25,"Высшая категория, Доктор наук"
1640,Козырева Елена Владимировна,https://prodoctorov.ru/moskva/vrach/1009784-kozyreva/,0,"Репродуктолог, акушер, гинеколог",17,"Высшая категория, Кандидат наук"
1644,Матвиенко Наталья Андреевна,https://prodoctorov.ru/moskva/vrach/86382-matvienko/,0,"Гинеколог, акушер",27,"Высшая категория, Кандидат наук"
